   111 -0.106600 0.046400 -0.060400 -0.013906 0.005931 -0.999886 -0.188914 -0.981988 -0.003269 -0.981895 0.188847 0.014775 0.999641
   112 -0.106600 0.046400 -0.060400 -0.188914 -0.981988 -0.003269 0.013906 -0.005931 0.999886 -0.981895 0.188847 0.014775 -0.007176
   113 -0.106600 0.046400 -0.060400 -0.013906 0.005931 -0.999886 -0.188914 -0.981988 -0.003269 -0.981895 0.188847 0.014775 -0.004419
   121 -0.102000 0.063100 -0.025600 0.002628 0.004208 -0.999988 -0.262939 -0.964801 -0.004760 -0.964809 0.262948 -0.001430 1.002324
   122 -0.102000 0.063100 -0.025600 0.002628 0.004208 -0.999988 -0.262939 -0.964801 -0.004760 -0.964809 0.262948 -0.001430 -0.006591
   123 -0.102000 0.063100 -0.025600 -0.262939 -0.964801 -0.004760 -0.002628 -0.004208 0.999988 -0.964809 0.262948 -0.001430 -0.001769
   131 -0.108500 0.030200 -0.026600 0.008233 0.001779 -0.999965 -0.088941 -0.996034 -0.002467 -0.996003 0.088957 -0.008042 0.998591
   132 -0.108500 0.030200 -0.026600 0.008233 0.001779 -0.999965 -0.088941 -0.996034 -0.002467 -0.996003 0.088957 -0.008042 -0.005797
   133 -0.108500 0.030200 -0.026600 -0.088941 -0.996034 -0.002467 -0.008233 -0.001779 0.999965 -0.996003 0.088957 -0.008042 0.001757
   141 -0.109900 0.013100 -0.062700 -0.032178 0.002416 -0.999479 -0.040810 -0.999166 -0.001162 -0.998649 0.040752 0.032250 1.004793
   142 -0.109900 0.013100 -0.062700 -0.040810 -0.999166 -0.001162 0.032178 -0.002416 0.999479 -0.998649 0.040752 0.032250 -0.005804
   143 -0.109900 0.013100 -0.062700 -0.032178 0.002416 -0.999479 -0.040810 -0.999166 -0.001162 -0.998649 0.040752 0.032250 -0.004306
   211 -0.107400 0.032900 0.008000 -0.052414 0.007823 -0.998595 -0.100738 -0.994910 -0.002540 -0.993532 0.100464 0.052935 1.001106
   212 -0.107400 0.032900 0.008000 -0.100738 -0.994910 -0.002540 0.052414 -0.007823 0.998595 -0.993532 0.100464 0.052935 -0.003750
